Date,Time (GMT),Verified (ft),Verified (ft) Max
2011-05-12,19:48,3.54,3.54
2011-05-13,02:00,-0.79,-0.79
2011-05-13,07:36,2.84,2.84
2011-05-13,14:24,-1.42,-1.42
2011-05-13,20:48,3.21,3.21
2011-05-14,02:48,-1.49,-1.49
2011-05-14,09:06,2.83,2.83
2011-05-14,15:18,-1.6,-1.6
2011-05-14,21:48,3.76,3.76
2011-05-15,03:48,-1.51,-1.51
2011-05-15,10:00,3.03,3.03
2011-05-15,16:06,-1.66,-1.66
2011-05-15,22:48,4.11,4.11
2011-05-16,05:00,-1.88,-1.88
2011-05-16,11:12,2.98,2.98
2011-05-16,17:00,-1.71,-1.71
2011-05-16,23:30,4.3,4.3
2011-05-17,05:54,-1.93,-1.93
2011-05-17,11:54,3.15,3.15
2011-05-17,17:54,-1.67,-1.67
2011-05-18,00:12,4.61,4.61
2011-05-18,06:36,-1.76,-1.76
2011-05-18,12:42,3.04,3.04
2011-05-18,18:48,-1.69,-1.69
2011-05-19,01:12,4.18,4.18
2011-05-19,07:36,-1.99,-1.99
2011-05-19,13:54,2.61,2.61
2011-05-19,19:42,-1.68,-1.68
2011-05-20,01:42,3.75,3.75
2011-05-20,08:36,-2.01,-2.01
2011-05-20,14:36,2.33,2.33
2011-05-20,20:36,-1.46,-1.46
2011-05-21,02:42,3.43,3.43
2011-05-21,09:24,-1.67,-1.67
2011-05-21,15:12,2.3,2.3
2011-05-21,21:24,-1.18,-1.18
2011-05-22,03:48,3.11,3.11
2011-05-22,10:12,-1.42,-1.42
2011-05-22,16:30,2.3,2.3
2011-05-22,22:00,-0.57,-0.57
2011-05-23,04:18,3.25,3.25
2011-05-23,11:00,-0.8,-0.8
2011-05-23,17:12,2.34,2.34
2011-05-23,23:36,-0.58,-0.58
2011-05-24,05:18,2.3,2.3
2011-05-24,11:36,-1.36,-1.36
2011-05-24,18:12,1.83,1.83
2011-05-25,00:24,-0.75,-0.75
2011-05-25,06:30,2.34,2.34
2011-05-25,12:54,-1,-1.0
2011-05-25,19:18,2.13,2.13
2011-05-26,01:12,-0.45,-0.45
2011-05-26,07:06,2.11,2.11
2011-05-26,13:18,-0.9,-0.9
2011-05-26,19:42,2.22,2.22
2011-05-27,02:18,-0.62,-0.62
2011-05-27,07:48,1.88,1.88
2011-05-27,14:06,-1.19,-1.19
2011-05-27,20:24,2,2.0
2011-05-28,02:42,-1.01,-1.01
2011-05-28,08:30,1.58,1.58
2011-05-28,14:48,-1.42,-1.42
2011-05-28,21:12,2.24,2.24
2011-05-29,03:36,-1.19,-1.19
2011-05-29,09:42,1.56,1.56
2011-05-29,15:30,-1.49,-1.49
2011-05-29,22:00,2.34,2.34
2011-05-30,04:30,-1.64,-1.64
2011-05-30,10:06,1.25,1.25
2011-05-30,16:12,-1.78,-1.78
2011-05-30,22:42,2.57,2.57
2011-05-31,05:18,-1.6,-1.6
2011-05-31,11:12,1.39,1.39
2011-05-31,16:48,-1.73,-1.73
2011-05-31,23:12,2.9,2.9
2011-06-01,05:54,-1.69,-1.69
2011-06-01,11:54,1.5,1.5
2011-06-01,17:36,-1.71,-1.71
2011-06-01,23:54,2.69,2.69
2011-06-02,06:42,-2.18,-2.18
2011-06-02,12:24,1.48,1.48
2011-06-02,18:24,-1.96,-1.96
2011-06-03,00:42,2.67,2.67
2011-06-03,07:24,-2.25,-2.25
2011-06-03,13:24,1.38,1.38
2011-06-03,19:00,-2,-2.0
2011-06-04,01:18,3.09,3.09
2011-06-04,07:48,-1.91,-1.91
2011-06-04,13:42,2.01,2.01
2011-06-04,19:36,-1.68,-1.68
2011-06-05,02:00,3.02,3.02
2011-06-05,08:24,-1.62,-1.62
2011-06-05,14:30,2.18,2.18
2011-06-05,20:24,-1.62,-1.62
2011-06-06,03:00,3.02,3.02
2011-06-06,09:36,-1.73,-1.73
2011-06-06,15:30,2.05,2.05
2011-06-06,21:24,-1.43,-1.43
2011-06-07,03:42,3,3.0
2011-06-07,10:12,-1.62,-1.62
2011-06-07,16:36,2.2,2.2
2011-06-07,22:24,-1.23,-1.23
2011-06-08,04:24,2.6,2.6
2011-06-08,11:06,-1.83,-1.83
2011-06-08,17:36,2.34,2.34
2011-06-08,23:30,-1.24,-1.24
2011-06-09,05:36,2.58,2.58
2011-06-09,12:06,-1.69,-1.69
2011-06-09,18:36,2.56,2.56
2011-06-10,00:54,-1.19,-1.19
2011-06-10,05:48,2.52,2.52
2011-06-10,12:24,-1.73,-1.73
2011-06-10,19:30,2.8,2.8
2011-06-11,01:42,-1.44,-1.44
2011-06-11,07:36,2.39,2.39
2011-06-11,13:54,-1.53,-1.53
2011-06-11,20:24,3.42,3.42
2011-06-12,02:42,-1.19,-1.19
2011-06-12,08:54,2.84,2.84
2011-06-12,15:06,-1.46,-1.46
2011-06-12,21:24,3.69,3.69
2011-06-13,03:48,-1.48,-1.48
2011-06-13,09:54,2.56,2.56
2011-06-13,15:54,-1.46,-1.46
2011-06-13,22:18,4.13,4.13
2011-06-14,04:54,-1.75,-1.75
2011-06-14,10:54,2.58,2.58
2011-06-14,16:42,-1.36,-1.36
2011-06-14,23:00,4.25,4.25
2011-06-15,05:42,-1.79,-1.79
2011-06-15,11:54,2.63,2.63
2011-06-15,17:24,-1.52,-1.52
2011-06-16,00:06,4.16,4.16
2011-06-16,06:30,-1.63,-1.63
2011-06-16,12:30,2.71,2.71
2011-06-16,18:24,-1.58,-1.58
2011-06-17,00:48,3.91,3.91
2011-06-17,07:42,-1.89,-1.89
2011-06-17,13:48,2.27,2.27
2011-06-17,19:12,-1.52,-1.52
2011-06-18,01:42,3.71,3.71
2011-06-18,08:06,-1.68,-1.68
2011-06-18,14:12,2.37,2.37
2011-06-18,20:06,-1.22,-1.22
2011-06-19,02:30,3.37,3.37
2011-06-19,08:54,-1.44,-1.44
2011-06-19,14:54,2.54,2.54
2011-06-19,20:36,-0.9,-0.9
2011-06-20,02:54,3.34,3.34
2011-06-20,09:42,-1.31,-1.31
2011-06-20,15:30,2.21,2.21
2011-06-20,21:24,-1.04,-1.04
2011-06-21,03:54,2.82,2.82
2011-06-21,10:24,-1.4,-1.4
2011-06-21,16:18,2.07,2.07
2011-06-21,22:30,-0.81,-0.81
2011-06-22,04:30,2.24,2.24
2011-06-22,11:00,-1.21,-1.21
2011-06-22,17:12,2.13,2.13
2011-06-22,23:06,-0.44,-0.44
2011-06-23,05:24,2.25,2.25
2011-06-23,11:42,-0.81,-0.81
2011-06-23,18:00,2.22,2.22
2011-06-24,00:48,-0.23,-0.23
2011-06-24,06:18,2.29,2.29
2011-06-24,12:18,-0.41,-0.41
2011-06-24,19:00,2.56,2.56
2011-06-25,01:18,-0.15,-0.15
2011-06-25,07:18,2.07,2.07
2011-06-25,13:18,-0.33,-0.33
2011-06-25,19:36,2.88,2.88
2011-06-26,02:12,-0.28,-0.28
2011-06-26,08:12,1.85,1.85
2011-06-26,14:06,-0.62,-0.62
2011-06-26,20:12,2.75,2.75
2011-06-27,03:06,-0.67,-0.67
2011-06-27,08:54,1.69,1.69
2011-06-27,14:30,-0.91,-0.91
2011-06-27,21:24,2.74,2.74
2011-06-28,03:54,-0.74,-0.74
2011-06-28,09:42,1.8,1.8
2011-06-28,16:00,-0.98,-0.98
2011-06-28,22:00,3.04,3.04
2011-06-29,05:00,-0.83,-0.83
2011-06-29,10:24,1.79,1.79
2011-06-29,16:00,-1.03,-1.03
2011-06-29,22:36,3.27,3.27
2011-06-30,05:24,-1.43,-1.43
2011-06-30,11:30,1.84,1.84
2011-06-30,17:00,-1.46,-1.46
2011-06-30,23:18,3.24,3.24
2011-07-01,06:12,-1.66,-1.66
2011-07-01,12:18,1.99,1.99
2011-07-01,17:42,-1.58,-1.58
2011-07-02,00:18,3.46,3.46
2011-07-02,07:00,-1.74,-1.74
2011-07-02,12:54,2.12,2.12
2011-07-02,18:36,-1.78,-1.78
2011-07-03,00:54,3.47,3.47
2011-07-03,07:36,-1.84,-1.84
2011-07-03,13:48,2.22,2.22
2011-07-03,19:24,-1.78,-1.78
2011-07-04,01:48,3.53,3.53
2011-07-04,08:12,-1.92,-1.92
2011-07-04,14:30,2.51,2.51
2011-07-04,20:18,-1.65,-1.65
2011-07-05,02:54,3.35,3.35
2011-07-05,09:24,-1.89,-1.89
2011-07-05,15:24,2.57,2.57
2011-07-05,21:18,-1.63,-1.63
2011-07-06,03:30,2.95,2.95
2011-07-06,10:00,-1.97,-1.97
2011-07-06,16:18,2.48,2.48
2011-07-06,22:12,-1.57,-1.57
2011-07-07,04:06,2.58,2.58
2011-07-07,10:42,-2.04,-2.04
2011-07-07,17:00,2.52,2.52
2011-07-07,23:00,-1.48,-1.48
2011-07-08,05:24,2.39,2.39
2011-07-08,11:54,-1.85,-1.85
2011-07-08,18:06,2.92,2.92
2011-07-09,00:30,-1.08,-1.08
2011-07-09,06:30,2.31,2.31
2011-07-09,12:42,-1.38,-1.38
2011-07-09,19:12,3.16,3.16
2011-07-10,01:36,-1.42,-1.42
2011-07-10,07:42,1.98,1.98
2011-07-10,13:36,-1.46,-1.46
2011-07-10,20:00,3.21,3.21
2011-07-11,02:36,-1.53,-1.53
2011-07-11,08:42,1.82,1.82
2011-07-11,14:42,-1.85,-1.85
2011-07-11,21:06,3.22,3.22
2011-07-12,03:48,-1.82,-1.82
2011-07-12,10:00,1.53,1.53
2011-07-12,15:30,-1.72,-1.72
2011-07-12,22:06,3.6,3.6
2011-07-13,04:48,-1.72,-1.72
2011-07-13,10:42,1.98,1.98
2011-07-13,16:36,-1.72,-1.72
2011-07-13,22:36,3.66,3.66
2011-07-14,05:24,-1.84,-1.84
2011-07-14,11:54,2.55,2.55
2011-07-14,17:18,-1.04,-1.04
2011-07-14,23:42,3.97,3.97
2011-07-15,06:12,-1.55,-1.55
2011-07-15,12:24,2.44,2.44
2011-07-15,18:18,-1.53,-1.53
2011-07-16,00:30,3.43,3.43
2011-07-16,07:12,-1.71,-1.71
2011-07-16,13:12,2.36,2.36
2011-07-16,18:54,-1.71,-1.71
2011-07-17,01:12,3.02,3.02
2011-07-17,07:48,-2.12,-2.12
2011-07-17,13:42,1.99,1.99
2011-07-17,19:48,-1.82,-1.82
2011-07-18,01:48,2.54,2.54
2011-07-18,08:18,-2.24,-2.24
2011-07-18,14:18,1.6,1.6
2011-07-18,20:24,-1.9,-1.9
2011-07-19,02:12,2.07,2.07
2011-07-19,08:36,-2,-2.0
2011-07-19,15:06,2.11,2.11
2011-07-19,21:00,-1.08,-1.08
2011-07-20,03:12,2.69,2.69
2011-07-20,09:36,-1.1,-1.1
2011-07-20,15:36,2.42,2.42
2011-07-20,21:54,-0.7,-0.7
2011-07-21,03:48,2.32,2.32
2011-07-21,10:12,-1.24,-1.24
2011-07-21,16:18,1.99,1.99
2011-07-21,22:42,-1.03,-1.03
2011-07-22,04:36,1.43,1.43
2011-07-22,10:48,-1.67,-1.67
2011-07-22,17:18,1.78,1.78
2011-07-22,23:24,-0.91,-0.91
2011-07-23,05:18,1.36,1.36
2011-07-23,11:36,-1.28,-1.28
2011-07-23,17:30,2.17,2.17
2011-07-24,00:42,-0.48,-0.48
2011-07-24,05:54,1.52,1.52
2011-07-24,12:18,-0.95,-0.95
2011-07-24,18:42,2.32,2.32
2011-07-25,01:24,-0.33,-0.33
2011-07-25,06:48,1.69,1.69
2011-07-25,13:12,-0.59,-0.59
2011-07-25,20:00,2.82,2.82
2011-07-26,02:18,-0.16,-0.16
2011-07-26,07:48,1.84,1.84
2011-07-26,14:12,-0.7,-0.7
2011-07-26,20:42,3,3.0
2011-07-27,03:30,-0.68,-0.68
2011-07-27,09:06,1.72,1.72
2011-07-27,15:18,-0.89,-0.89
2011-07-27,21:36,3.03,3.03
2011-07-28,04:12,-1.05,-1.05
2011-07-28,10:12,1.79,1.79
2011-07-28,16:00,-1.19,-1.19
2011-07-28,22:18,3.29,3.29
2011-07-29,05:00,-1.41,-1.41
2011-07-29,11:00,2.1,2.1
2011-07-29,16:54,-1.54,-1.54
2011-07-29,23:06,3.63,3.63
2011-07-30,05:54,-1.55,-1.55
2011-07-30,11:42,2.36,2.36
2011-07-30,17:36,-1.72,-1.72
2011-07-30,23:54,3.63,3.63
2011-07-31,06:18,-1.89,-1.89
2011-07-31,12:30,2.68,2.68
2011-07-31,18:24,-1.94,-1.94
2011-08-01,00:42,3.68,3.68
2011-08-01,07:18,-2.21,-2.21
2011-08-01,13:24,2.84,2.84
2011-08-01,19:12,-2.17,-2.17
2011-08-02,01:54,3.42,3.42
2011-08-02,07:30,-2.27,-2.27
2011-08-02,14:00,3.01,3.01
2011-08-02,20:12,-1.86,-1.86
2011-08-03,02:18,3.4,3.4
2011-08-03,08:42,-1.97,-1.97
2011-08-03,15:30,3.33,3.33
2011-08-03,21:06,-1.51,-1.51
2011-08-04,03:06,3.46,3.46
2011-08-04,09:42,-1.5,-1.5
2011-08-04,16:00,3.62,3.62
2011-08-04,22:12,-1.2,-1.2
2011-08-05,04:06,2.8,2.8
2011-08-05,10:24,-1.77,-1.77
2011-08-05,16:48,3.21,3.21
2011-08-05,23:06,-1.25,-1.25
2011-08-06,05:12,2.4,2.4
2011-08-06,11:06,-1.51,-1.51
2011-08-06,18:00,2.94,2.94
2011-08-07,00:18,-1.24,-1.24
2011-08-07,06:24,1.84,1.84
2011-08-07,12:24,-1.51,-1.51
2011-08-07,18:54,3.05,3.05
2011-08-08,01:30,-1.01,-1.01
2011-08-08,07:30,2.22,2.22
2011-08-08,13:18,-1.03,-1.03
2011-08-08,19:54,3.36,3.36
2011-08-09,02:30,-0.94,-0.94
2011-08-09,08:36,2.37,2.37
2011-08-09,14:36,-0.69,-0.69
2011-08-09,20:30,3.7,3.7
2011-08-10,03:24,-0.94,-0.94
2011-08-10,09:36,2.2,2.2
2011-08-10,15:42,-1.06,-1.06
2011-08-10,21:54,3.42,3.42
2011-08-11,04:36,-1.33,-1.33
2011-08-11,10:18,2.19,2.19
2011-08-11,16:12,-1.15,-1.15
2011-08-11,22:36,3.64,3.64
2011-08-12,05:18,-1.62,-1.62
2011-08-12,11:24,2.29,2.29
2011-08-12,17:06,-1.57,-1.57
2011-08-12,23:18,3.13,3.13
2011-08-13,06:00,-1.83,-1.83
2011-08-13,11:54,2.22,2.22
2011-08-13,18:00,-1.67,-1.67
2011-08-14,00:12,3.06,3.06
2011-08-14,06:36,-1.67,-1.67
2011-08-14,12:24,2.36,2.36
2011-08-14,18:36,-1.36,-1.36
2011-08-15,01:00,3.42,3.42
2011-08-15,07:18,-1.25,-1.25
2011-08-15,13:36,2.88,2.88
2011-08-15,19:12,-0.95,-0.95
2011-08-16,01:42,3.31,3.31
2011-08-16,07:42,-1.19,-1.19
2011-08-16,13:48,2.71,2.71
2011-08-16,19:36,-1.04,-1.04
2011-08-17,02:00,2.95,2.95
2011-08-17,08:06,-1.38,-1.38
2011-08-17,14:18,2.36,2.36
2011-08-17,20:42,-1.3,-1.3
2011-08-18,02:42,2.27,2.27
2011-08-18,08:48,-1.38,-1.38
2011-08-18,14:54,2.17,2.17
2011-08-18,21:18,-0.93,-0.93
2011-08-19,03:06,2,2.0
2011-08-19,09:24,-1.24,-1.24
2011-08-19,15:06,2.23,2.23
2011-08-19,21:54,-0.72,-0.72
2011-08-20,03:42,1.87,1.87
2011-08-20,10:00,-1.1,-1.1
2011-08-20,16:12,2.4,2.4
2011-08-20,22:48,-0.6,-0.6
2011-08-21,04:48,1.64,1.64
2011-08-21,10:48,-0.91,-0.91
2011-08-21,17:12,2.16,2.16
2011-08-22,00:06,-0.67,-0.67
2011-08-22,05:24,1.34,1.34
2011-08-22,11:54,-0.88,-0.88
2011-08-22,18:06,2.36,2.36
2011-08-23,00:42,-0.83,-0.83
2011-08-23,06:48,1.09,1.09
2011-08-23,12:12,-0.68,-0.68
2011-08-23,18:54,2.39,2.39
2011-08-24,01:42,-0.94,-0.94
2011-08-24,07:54,1.15,1.15
2011-08-24,13:36,-1.09,-1.09
2011-08-24,19:54,2.29,2.29
2011-08-25,02:48,-1.22,-1.22
2011-08-25,08:42,1.19,1.19
2011-08-25,14:48,-1.34,-1.34
2011-08-25,21:12,2.41,2.41
2011-08-26,03:42,-1.68,-1.68
2011-08-26,09:30,1.46,1.46
2011-08-26,15:42,-1.76,-1.76
2011-08-26,21:54,2.97,2.97
2011-08-27,04:30,-1.67,-1.67
2011-08-27,10:42,2.14,2.14
2011-08-27,16:24,-1.36,-1.36
2011-08-27,23:42,4.49,4.49
2011-08-28,03:48,0.58,0.58
2011-08-28,09:18,4.35,4.35
2011-08-28,17:12,-3.06,-3.06
2011-08-28,23:30,2.58,2.58
2011-08-29,06:06,-2.94,-2.94
2011-08-29,12:00,2.11,2.11
2011-08-29,18:00,-2.85,-2.85
2011-08-30,00:12,3.56,3.56
2011-08-30,06:36,-2.33,-2.33
2011-08-30,13:12,3.18,3.18
2011-08-30,19:12,-2.32,-2.32
2011-08-31,01:30,3.2,3.2
2011-08-31,07:24,-2.5,-2.5
2011-08-31,13:48,3.44,3.44
2011-08-31,20:00,-2.37,-2.37
2011-09-01,02:12,3.08,3.08
2011-09-01,08:18,-2.17,-2.17
2011-09-01,14:36,3.53,3.53
2011-09-01,20:42,-1.96,-1.96
2011-09-02,03:06,2.97,2.97
2011-09-02,09:12,-1.81,-1.81
2011-09-02,15:42,3.79,3.79
2011-09-02,21:54,-1.23,-1.23
2011-09-03,03:48,2.74,2.74
2011-09-03,10:06,-1.53,-1.53
2011-09-03,16:18,3.19,3.19
2011-09-03,22:54,-1.43,-1.43
2011-09-04,05:00,1.88,1.88
2011-09-04,10:54,-1.59,-1.59
2011-09-04,17:24,2.75,2.75
2011-09-04,23:54,-1.37,-1.37
2011-09-05,06:00,1.54,1.54
2011-09-05,11:54,-1.39,-1.39
2011-09-05,18:18,2.72,2.72
2011-09-06,01:12,-1.31,-1.31
2011-09-06,07:12,1.57,1.57
2011-09-06,12:48,-1.4,-1.4
2011-09-06,19:42,3.18,3.18
2011-09-07,02:12,-0.69,-0.69
2011-09-07,08:12,2.4,2.4
2011-09-07,14:06,-0.69,-0.69
2011-09-07,20:42,2.97,2.97
2011-09-08,03:12,-1.15,-1.15
2011-09-08,09:12,2.21,2.21
2011-09-08,15:12,-0.83,-0.83
2011-09-08,21:42,3.13,3.13
2011-09-09,03:42,-1.21,-1.21
2011-09-09,09:36,2.69,2.69
2011-09-09,16:00,-0.94,-0.94
2011-09-09,22:00,3.24,3.24
2011-09-10,04:42,-1.34,-1.34
2011-09-10,10:54,2.52,2.52
2011-09-10,17:00,-1.03,-1.03
2011-09-10,23:12,3.25,3.25
2011-09-11,05:24,-1.17,-1.17
2011-09-11,11:54,3.16,3.16
2011-09-11,17:30,-0.83,-0.83
2011-09-11,23:42,3.39,3.39
2011-09-12,06:12,-1.11,-1.11
2011-09-12,12:12,2.95,2.95
2011-09-12,18:06,-1.22,-1.22
2011-09-13,00:12,2.92,2.92
2011-09-13,06:36,-1.45,-1.45
2011-09-13,12:48,2.89,2.89
2011-09-13,19:00,-1.27,-1.27
2011-09-14,00:54,2.62,2.62
2011-09-14,07:06,-1.35,-1.35
2011-09-14,13:12,2.83,2.83
2011-09-14,19:30,-1.27,-1.27
2011-09-15,01:30,2.32,2.32
2011-09-15,07:18,-1.26,-1.26
2011-09-15,13:48,2.71,2.71
2011-09-15,20:06,-1.1,-1.1
2011-09-16,03:12,1.69,1.69
2011-09-16,08:30,-0.85,-0.85
2011-09-16,14:12,2.86,2.86
2011-09-16,20:48,-1.23,-1.23
2011-09-17,02:54,1.95,1.95
2011-09-17,08:48,-0.98,-0.98
2011-09-17,14:54,2.41,2.41
2011-09-17,21:18,-1.17,-1.17
2011-09-18,03:18,2.13,2.13
2011-09-18,09:24,-0.5,-0.5
2011-09-18,15:42,3.07,3.07
2011-09-18,22:06,-0.12,-0.12
2011-09-19,04:18,2.54,2.54
2011-09-19,10:30,-0.2,-0.2
2011-09-19,16:24,2.89,2.89
2011-09-19,23:06,-0.27,-0.27
2011-09-20,05:00,1.85,1.85
2011-09-20,11:00,-0.71,-0.71
2011-09-20,17:18,2.49,2.49
2011-09-21,00:24,-0.69,-0.69
2011-09-21,05:54,1.63,1.63
2011-09-21,11:48,-0.64,-0.64
2011-09-21,18:24,2.46,2.46
2011-09-22,01:06,-0.93,-0.93
2011-09-22,07:24,1.73,1.73
2011-09-22,13:00,-0.84,-0.84
2011-09-22,19:24,2.62,2.62
2011-09-23,02:12,-1.11,-1.11
2011-09-23,08:18,1.88,1.88
2011-09-23,14:12,-1.13,-1.13
2011-09-23,20:30,2.8,2.8
2011-09-24,02:54,-1.24,-1.24
2011-09-24,09:18,2.1,2.1
2011-09-24,15:00,-1.64,-1.64
2011-09-24,21:30,2.88,2.88
2011-09-25,03:54,-1.78,-1.78
2011-09-25,10:06,2.5,2.5
2011-09-25,16:06,-1.95,-1.95
2011-09-25,22:18,3.2,3.2
2011-09-26,04:42,-1.92,-1.92
2011-09-26,11:18,3.01,3.01
2011-09-26,17:00,-2.15,-2.15
2011-09-26,23:24,3.53,3.53
2011-09-27,05:42,-2.35,-2.35
2011-09-27,12:06,3.64,3.64
2011-09-27,17:48,-2.1,-2.1
2011-09-28,00:18,3.56,3.56
2011-09-28,06:18,-2.08,-2.08
2011-09-28,12:42,4.28,4.28
2011-09-28,19:00,-1.77,-1.77
2011-09-29,00:30,3.83,3.83
2011-09-29,07:06,-1.71,-1.71
2011-09-29,13:42,4.45,4.45
2011-09-29,19:54,-2.05,-2.05
2011-09-30,02:06,2.92,2.92
2011-09-30,07:48,-2.08,-2.08
2011-09-30,13:54,3.97,3.97
2011-09-30,20:30,-2,-2.0
2011-10-01,02:30,2.74,2.74
2011-10-01,08:42,-1.18,-1.18
2011-10-01,15:00,4.2,4.2
2011-10-01,21:36,-1.46,-1.46
2011-10-02,04:00,2.7,2.7
2011-10-02,09:42,-1.27,-1.27
2011-10-02,16:06,3.34,3.34
2011-10-02,22:42,-1.43,-1.43
2011-10-03,04:42,2.09,2.09
2011-10-03,10:48,-1.35,-1.35
2011-10-03,17:00,2.98,2.98
2011-10-03,23:42,-1.09,-1.09
2011-10-04,05:48,1.95,1.95
2011-10-04,11:30,-1,-1.0
2011-10-04,18:00,2.9,2.9
2011-10-05,00:48,-1.31,-1.31
2011-10-05,07:06,1.87,1.87
2011-10-05,12:30,-0.73,-0.73
2011-10-05,19:12,2.92,2.92
2011-10-06,01:36,-0.86,-0.86
2011-10-06,08:00,2.76,2.76
2011-10-06,14:24,-0.72,-0.72
2011-10-06,20:30,2.26,2.26
2011-10-07,02:30,-1.53,-1.53
2011-10-07,08:54,1.97,1.97
2011-10-07,15:06,-0.8,-0.8
2011-10-07,21:12,2.84,2.84
2011-10-08,03:42,-1.25,-1.25
2011-10-08,09:30,2.01,2.01
2011-10-08,15:54,-1.39,-1.39
2011-10-08,21:48,2.18,2.18
2011-10-09,04:12,-2.06,-2.06
2011-10-09,10:30,1.8,1.8
2011-10-09,16:36,-1.83,-1.83
2011-10-09,22:42,2.18,2.18
2011-10-10,04:36,-1.56,-1.56
2011-10-10,11:06,2.71,2.71
2011-10-10,17:12,-1.32,-1.32
2011-10-10,23:18,2.54,2.54
2011-10-11,05:30,-1.32,-1.32
2011-10-11,11:48,3,3.0
2011-10-11,17:48,-1.05,-1.05
2011-10-12,00:00,3.13,3.13
2011-10-12,06:06,-0.65,-0.65
2011-10-12,12:24,3.81,3.81
2011-10-12,18:42,-0.25,-0.25
2011-10-13,00:36,3.54,3.54
2011-10-13,06:36,-0.16,-0.16
2011-10-13,12:48,4.13,4.13
2011-10-13,19:00,-0.49,-0.49
2011-10-14,01:00,3,3.0
2011-10-14,06:36,-0.37,-0.37
2011-10-14,13:30,3.77,3.77
2011-10-14,19:54,-0.33,-0.33
2011-10-15,01:18,2.54,2.54
2011-10-15,08:06,-1.4,-1.4
2011-10-15,13:54,2.39,2.39
2011-10-15,20:24,-1.96,-1.96
2011-10-16,02:24,0.96,0.96
2011-10-16,08:06,-1.87,-1.87
2011-10-16,14:30,1.99,1.99
2011-10-16,20:48,-1.74,-1.74
2011-10-17,02:54,1.03,1.03
2011-10-17,09:00,-1.49,-1.49
2011-10-17,15:06,2.61,2.61
2011-10-17,21:54,-0.85,-0.85
2011-10-18,03:48,1.47,1.47
2011-10-18,09:36,-1.02,-1.02
2011-10-18,16:00,2.79,2.79
2011-10-18,22:48,-0.42,-0.42
2011-10-19,04:48,1.9,1.9
2011-10-19,10:06,-0.13,-0.13
2011-10-19,15:18,3.67,3.67
2011-10-19,23:18,0.35,0.35
2011-10-20,06:00,2.52,2.52
2011-10-20,12:18,-0.64,-0.64
2011-10-20,18:24,1.75,1.75
2011-10-21,00:48,-2.18,-2.18
2011-10-21,07:00,0.63,0.63
2011-10-21,12:42,-1.96,-1.96
2011-10-21,19:00,1.77,1.77
2011-10-22,01:24,-1.82,-1.82
2011-10-22,07:42,1.54,1.54
2011-10-22,13:36,-1.43,-1.43
2011-10-22,20:06,2.53,2.53
2011-10-23,02:24,-1.78,-1.78
2011-10-23,08:36,2.47,2.47
2011-10-23,14:54,-1.33,-1.33
2011-10-23,21:06,2.93,2.93
2011-10-24,03:12,-1.82,-1.82
2011-10-24,09:30,3.08,3.08
2011-10-24,15:48,-1.73,-1.73
2011-10-24,22:00,3.11,3.11
2011-10-25,04:42,-2.06,-2.06
2011-10-25,10:42,3.3,3.3
2011-10-25,16:42,-2.44,-2.44
2011-10-25,22:42,2.65,2.65
2011-10-26,04:54,-2.91,-2.91
2011-10-26,11:18,3.65,3.65
2011-10-26,17:36,-2.74,-2.74
2011-10-26,23:48,3.12,3.12
2011-10-27,05:48,-2.08,-2.08
2011-10-27,12:18,4.37,4.37
2011-10-27,18:36,-2.33,-2.33
2011-10-28,00:54,3.13,3.13
2011-10-28,05:48,-1.69,-1.69
2011-10-28,13:12,4.6,4.6
2011-10-28,19:18,-2.31,-2.31
2011-10-29,01:24,3,3.0
2011-10-29,07:42,-1.39,-1.39
2011-10-29,14:00,5.01,5.01
2011-10-29,20:12,-1.15,-1.15
2011-10-30,02:18,4.1,4.1
2011-10-30,08:48,-0.63,-0.63
2011-10-30,14:30,3.78,3.78
2011-10-30,21:12,-2.52,-2.52
2011-10-31,03:30,1.92,1.92
2011-10-31,09:18,-1.4,-1.4
2011-10-31,15:24,3.42,3.42
2011-10-31,22:24,-1.75,-1.75
2011-11-01,04:24,1.71,1.71
2011-11-01,10:18,-0.83,-0.83
2011-11-01,16:48,3.66,3.66
2011-11-01,23:36,-0.51,-0.51
2011-11-02,05:24,2.44,2.44
2011-11-02,11:06,-0.57,-0.57
2011-11-02,17:48,3.05,3.05
2011-11-03,00:30,-0.91,-0.91
2011-11-03,06:06,1.88,1.88
2011-11-03,12:12,-0.91,-0.91
2011-11-03,18:42,2.11,2.11
2011-11-04,01:18,-1.37,-1.37
2011-11-04,07:18,1.73,1.73
2011-11-04,13:30,-1.06,-1.06
2011-11-04,19:48,2.57,2.57
2011-11-05,01:36,-0.57,-0.57
2011-11-05,08:36,2.82,2.82
2011-11-05,14:36,-0.36,-0.36
2011-11-05,20:42,2.58,2.58
2011-11-06,02:54,-0.66,-0.66
2011-11-06,08:36,2.43,2.43
2011-11-06,15:24,-1.13,-1.13
2011-11-06,21:24,1.95,1.95
2011-11-07,03:24,-1.66,-1.66
2011-11-07,09:30,1.79,1.79
2011-11-07,16:12,-2.07,-2.07
2011-11-07,22:12,1.12,1.12
2011-11-08,04:00,-2.12,-2.12
2011-11-08,10:30,2.02,2.02
2011-11-08,16:42,-1.48,-1.48
2011-11-08,22:42,2.1,2.1
2011-11-09,04:42,-1.33,-1.33
2011-11-09,11:06,2.7,2.7
2011-11-09,17:24,-1.35,-1.35
